datetime,headline,url,teaser,feed_name,feed_url
"August 01, 2017 at 03:20PM",Long Island family fights back against 3-year-old son's rare disease,http://abc7ny.com/health/family-fights-back-against-3-year-old-sons-rare-disease/2266800/,"Three-year-old Thomas Kevin Onorato was born with microvillus inclusion disease, which causes intestinal failure and makes the body unable to absorb nutrition and maintain hydration.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 03:41PM","Girl, 9, separated from family on Brooklyn subway",http://abc7ny.com/girl-9-separated-from-family-on-subway/2266873/,Authorities are searching for a little girl who got separated from her family at the Sutter Avenue station in Brooklyn.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 03:45PM",NJ teen raising money so no child forced to skip school lunch,http://abc7ny.com/education/teen-raising-money-so-no-child-forced-to-skip-school-lunch/2266876/,"Keertana Talla was just 6 years old when she was denied a school lunch after forgetting hers at home, and that's put her on a mission today.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 03:52PM",Missing girl separated from family on Brooklyn subway,http://abc7ny.com/girl-missing-separated-from-family-on-subway/2266873/,Authorities are searching for a little girl who got separated from her family at the Sutter Avenue station in Brooklyn.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 04:10PM",Family of Brooklyn man shot by police: Deadly force not needed,http://abc7ny.com/family-of-man-shot-by-police-deadly-force-not-needed/2265648/,"An investigation is underway after an emotionally disturbed man was shot and killed by police, as family members question whether the use of deadly force was necessary.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 04:00PM",Health care in New York: Let's get every child covered!,http://abc7ny.com/society/web-chat-the-every-child-covered-campaign---learn-more/2217092/,"Did you know there are still more than 100,000 uninsured children in New York State? Fidelis Care is raising awareness on their behalf - sharing vital information about the quality, affordable coverage options for kids under 19.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 04:05PM",MoMA undergoing extensive renovations to increase exhibit space,http://abc7ny.com/entertainment/moma-undergoing-renovations-to-increase-exhibit-space/2266842/,"The Museum of Modern Art has an extensive collection, which will be able to continue to grow with addition of new museum space.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 04:14PM",Children accused of setting cars on fire in Yonkers,http://abc7ny.com/children-accused-of-setting-cars-on-fire-in-yonkers/2266351/,"The vandalism spree has been linked to two juveniles under the age of 11. So far, no charges have been filed.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 04:30PM",Man dies days after package explodes in Queens,http://abc7ny.com/man-dies-days-after-package-explodes-in-queens/2266990/,73-year-old George Wray died on Tuesday after being badly burned when he opened a mysterious package that exploded on Friday. It was the shape of an oatmeal container and left on his doorstep in Queens.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 04:50PM",Vetrano family marks 1 year since Karina's murder with memorial,http://abc7ny.com/vetrano-family-marks-1-year-since-karinas-murder-with-memorial/2267062/,"Wednesday marks one year since Karina Vetrano was killed in Howard Beach, Queens. Her father found her body hours after her murder, and now returns to that spot.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 05:08PM",Missing girl missing found after being separated from family on Brooklyn subway,http://abc7ny.com/missing-girl-found-after-being-separated-from-family-on-subway/2266873/,Police say 9-year-old Klara Alston went missing on the L subway line at the station at Sutter and Van Sinderen Avenues in the Brownsville section.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 05:09PM",The Trend: Tiny passenger fist bumps others on a flight,http://abc7ny.com/entertainment/the-trend-tiny-passenger-fist-bumps-others-on-a-flight/2267137/,"David Novarro has ""The Trend"" for Tuesday, August 1, 2017.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 06:04PM","Elementary school students serve as flower girls, ring bearers at teacher's wedding",http://abc7ny.com/society/students-serve-as-flower-girls-ring-bearers-at-teachers-wedding/2266845/,Teacher Marielle Slagel Keller invited her entire class to be in her recent wedding making them ring bearers and flower girls.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 06:14PM",Baby hears father for the first time thanks to operation,http://abc7ny.com/health/baby-hears-father-for-the-first-time-thanks-to-operation/2267350/,A 14-month-old girl heard her father's voice perfectly for the first time after a life-changing operation.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 06:57PM",Selena's brother among Texas county's most wanted fugitives,http://abc7ny.com/sheriff-lists-selenas-brother-on-most-wanted-list/2267504/,"AB Quintanilla, the older brother of the slain queen of Tejano music Selena, is a wanted man in Texas.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 07:10PM",Baby hears father clearly thanks to operation,http://abc7ny.com/health/baby-hears-father-clearly-thanks-to-operation/2267350/,A 14-month-old girl heard her father's voice perfectly for the first time after a life-changing operation.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 07:42PM",Yankees: The team to beat in the East,http://abc7ny.com/sports/yankees-the-team-to-beat-in-the-east----/2267587/,"The dog days of summer are upon us, but things will just get hotter as the American League East title is now a two-team race to September.  Joe Girardi said it best, ""You have to love this time of year,"" and why not it's like old times, the Yankees and Red Sox battling for a division crown.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 07:48PM",Cute calf born in Texas looks like KISS rocker Gene Simmons,http://abc7ny.com/pets-animals/cute-calf-looks-like-kiss-rocker-gene-simmons/2267620/,Meet Genie. People in the Texas town where the calf was born said it has very distinct markings that remind them of someone else: KISS rocker Gene Simmons.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 08:22PM",Body of a woman found on Maryland Beach,http://abc7ny.com/womans-body-found-on-beach/2267691/,"Ocean City, Maryland beach goers found the arm of a body of a thirty year old woman sticking out in the sand",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 08:23PM","Amazon goes on hiring spree, filling 50,000 positions",http://abc7ny.com/careers/amazon-goes-on-hiring-spree-filling-50000-positions/2251965/,Amazon has some job openings. Thousands of them.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 08:45PM",Mosquitoes with West Nile virus discovered in Westchester County for first time this season,http://abc7ny.com/health/mosquitoes-with-west-nile-virus-found-in-westchester-county/2267754/,"The Health Department discovered mosquitoes carrying West Nile virus in Mount Vernon, Westchester County, for the first time this season.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 08:50PM",18-year-old boy in Boonton was arrested for the attempted sexual assault of 71-year-old woman,http://abc7ny.com/18-year-old-charged-with-sexual-assault-of-a--71-year-old/2267741/,18 year old Boonton resident broke into the house of an 71 year old woman and attempted to rape her before the woman fought him off.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 09:13PM","Teen charged in sexual assault of 71-year-old woman in Booton, NJ",http://abc7ny.com/teen-charged-in-sexual-assault-of-71-year-old-woman-in-booton/2267741/,An 18-year-old Boonton resident is accused of breaking into the house of a 71-year-old woman attempting to sexually assault her.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 09:17PM",Woman's body found on Maryland beach,http://abc7ny.com/womans-body-found-on-maryland-beach/2267691/,Police say the body of a 30-year-old Texas woman was found buried on a Maryland beach with just an arm above the sand.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 09:24PM","Amazon goes on hiring spree, filling 50,000 positions",http://abc7ny.com/careers/amazon-job-fair-being-held-in-nj-on-wednesday/2251965/,Amazon has some job openings. Thousands of them.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 09:25PM","Amazon goes on hiring spree, filling 50,000 positions",http://abc7ny.com/careers/amazon-jobs-day-being-held-in-nj-on-wednesday/2251965/,Amazon has some job openings. Thousands of them.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 09:30PM","Teen charged in sexual assault of 71-year-old woman in Boonton, NJ",http://abc7ny.com/teen-charged-in-sexual-assault-of-71-year-old-woman-in-boonton/2267741/,An 18-year-old Boonton resident is accused of breaking into the house of a 71-year-old woman attempting to sexually assault her.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 09:56PM",Police and community come together for 'National Night Out' in the Bronx,http://abc7ny.com/community-events/police-and-community-come-together-for-national-night-out/2267899/,"The first Tuesday of every August, communities are invited to join their local precincts for an evening of summer fun.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 10:04PM",Family to file billion dollar lawsuit after mother's botched buttocks injection death,http://abc7ny.com/health/family-to-file-billion-dollar-lawsuit-after-botched-buttocks-injection-death/2267917/,A makeshift memorial is growing outside the former home of Latesha Bynum in Longwood.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 10:29PM",2 people sickened by Legionnaires' in Flushing,http://abc7ny.com/health/2-people-sickened-by-legionnaires-in-flushing/2267950/,Officials say they're testing the water distribution system at a Flushing NYCHA complex.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 10:39PM",Arrest in stolen tortoise in Queens,http://abc7ny.com/pets-animals/arrest-in-stolen-tortoise-in-queens/2267981/,36-year-old Shawn Waters is charged with grand larceny and criminal possession of stolen property.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 10:42PM",Citi Bike to offer free rides in New York City on Wednesday,http://abc7ny.com/society/citi-bike-to-offer-free-rides-in-nyc-on-wednesday/2267830/,"With bicycling reaching record highs in the New York City, Citi Bike will allow riders to take free half-hour rides across the system.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 01, 2017 at 11:01PM","Uptick in Sparta car thefts could be part of larger criminal ring in Newark, police say",http://abc7ny.com/uptick-in-sparta-car-thefts-could-be-part-of-larger-criminal-ring-police-say/2268010/,"Police say the thefts are targeting cars in Sparta, and they believe they are part of a widespread criminal ring.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:03AM",Search on for driver after woman left lying on Staten Island street,http://abc7ny.com/search-for-driver-after-woman-left-lying-on-the-street/2268564/,The 62-year-old woman was dragged and left lying in the street near Woodlawn Avenue and Clove Road in the Grasmere section on the morning of July 14th. The victim was rushed to Staten Island University Hospital in serious but stable condition.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:20AM",Man dies days after package explodes in Queens,http://abc7ny.com/man-dies-days-after-package-explodes-in-queens/2268589/,73-year-old George Wray died on Tuesday after being badly burned when he opened a mysterious package that exploded on Friday. It was the shape of an oatmeal container and left on his doorstep in Queens.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:35AM",Wednesday marks 1 year since Karina Vetrano's murder in Howard Beach,http://abc7ny.com/wednesday-marks-1-year-since-karina-vetrano-murder/2268594/,"Wednesday marks one year since Karina Vetrano was killed in Howard Beach, Queens. Her father found her body hours after her murder, and now returns to that spot.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 07:23AM",Popular glitter iPhone cases with liquid inside being recalled,http://abc7ny.com/technology/why-popular-glitter-iphone-cases-being-recalled/2268685/,"They may help you shine bright like a diamond, but they could also burn you. The popular glitter iPhone cases with liquid inside are being recalled.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 07:29AM",Popular glitter iPhone cases with liquid inside being recalled,http://abc7ny.com/technology/why-popular-glitter-iphone-cases-are-being-recalled/2268685/,"They may help you shine bright like a diamond, but they could also burn you. The popular glitter iPhone cases with liquid inside are being recalled.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 07:44AM",Man stabbed to death on Midtown East street,http://abc7ny.com/man-stabbed-to-death-on-midtown-street/2268712/,A 55-year-old man was found with multiple stab wounds at East 44th Street and 3rd Avenue. The victim was taken to the hospital where he died.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 07:55AM","Elementary school students serve as flower girls, ring bearers at teacher's wedding",http://abc7ny.com/society/elementary-school-teacher-includes-students-in-wedding/2266845/,Teacher Marielle Slagel Keller invited her entire class to be in her recent wedding making them ring bearers and flower girls.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 08:06AM",Basketball court to be renamed in honor of Notorious B.I.G.,http://abc7ny.com/entertainment/basketball-court-to-be-renamed-in-honor-of-notorious-big/2268736/,"A ribbon cutting ceremony will be held at 11 a.m. at Crispus Attucks playground in Bed-Stuy. That is where a sign will go up naming the courts in his honor. Biggie, whose real name is Christopher Wallace, played basketball at the playground growing up.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 08:58AM",Amazon to hire thousands at New Jersey locations,http://abc7ny.com/careers/amazon-to-hire-thousands-at-new-jersey-locations/2268836/,Amazon has some job openings. Thousands of them.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 09:17AM","Woman struck, killed in Seaford accident",http://abc7ny.com/woman-struck-killed-in-seaford-accident/2268874/,"The woman was struck on Adler Court on Tuesday night, and was pronounced dead at the hospital on Wednesday morning.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 09:18AM",Comic-Con superheroes band together to bring smiles to sick kids,http://abc7ny.com/health/comic-con-superheroes-bring-smiles-to-sick-kids/2268690/,"Spider-Man, Wonder Woman, Superman, Batman and more took a side-trip from Boston Comic-Con to cheer up young patients and others at Spaulding Rehab.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 10:33AM",Trump reportedly described White House as a 'real dump',http://abc7ny.com/politics/trump-white-house-is-a-real-dump/2269021/,"President Donald Trump has told members of his New Jersey golf club that he spends so much time away from Washington because the White House is a ""real dump.""",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 10:58AM",That's not a sleeping dog! Woman confused by brown purse,http://abc7ny.com/pets-animals/thats-not-a-dog-woman-confused-by-brown-purse/2269068/,A woman thought a brown purse was a sleeping dachshund at a restaurant.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:12AM",Sheldon the tortoise returns home after wandering from Delaware to South Carolina,http://abc7ny.com/pets-animals/sheldon-the-tortoise-returns-home-after-multi-state-trip/2269111/,"It was a happy homecoming for a Sheldon the tortoise in Claymont, Delaware.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:13AM",Officials: Man charged with drunk driving after girlfriend fatally struck in Seaford,http://abc7ny.com/man-charged-after-girlfriend-fatally-struck-by-car/2268874/,"The woman was struck on Adler Court on Tuesday night, and was pronounced dead at the hospital on Wednesday morning.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:18AM",Photo: Rainbow forms as horses relax on North Carolina beach,http://abc7ny.com/pets-animals/photo-rainbow-forms-as-horses-relax-on-beach/2269118/,A recent storm creates a rainbow as wild horses relax on a North Carolina beach.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:18AM","New Jersey church volunteer arrested for alleged child porn possession, distribution",http://abc7ny.com/nj-church-volunteer-arrested-for-child-porn-possession/2269032/,"The arrest of Anthony Mauro, 45, of Beachwood is the result of a joint operation between the Ocean County Prosecutor's High Tech Crime Unit, U.S. Immigration and Customs Enforcement's Homeland Security Investigations and Beachwood Police Department to stop the exploitation of children.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:23AM",Couple claims children were taken away because of low IQ score,http://abc7ny.com/society/couple-claims-children-were-taken-away-due-to-low-iq-score/2269142/,An Oregon couple says their two young sons were taken away because they scored too low on an IQ test.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:29AM",Officials: Man charged with drunk driving after girlfriend fatally struck in Seaford,http://abc7ny.com/man-charged-with-running-over-girlfriend-with-car/2268874/,"Detective Lieutenant Stephen Fitzpatrick said the couple had a domestic dispute during dinner at the Cardoon Restaurant in Seaford. As the couple left the restaurant, the man, identified as 57-year-old Robert Savinetti, tried to leave in his car, while his girlfriend was still outside. As the victim was banging on the car, she got caught in the wheels, and was run over.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:29AM","Average working mom clocks in 98 hours a week, study says",http://abc7ny.com/study-average-working-mom-works-98-hours-a-week/2269126/,"A new study says if you add up the time the average working mom spends at her paid position and her duty at home, it totals to 98 hours per week.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:30AM","Visitation held for pregnant mom, 3 sons killed in Illinois crash",http://abc7ny.com/pregnant-mom-3-sons-killed-in-crash-remembered/2269146/,A 6-year-old boy died after a crash in far south suburban Beecher that killed his pregnant mother and two younger brothers.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 11:36AM",Wife charged after fatal shot to common-law husband's groin,http://abc7ny.com/wife-charged-after-fatal-shot-to-husbands-groin/2269153/,A woman has been charged with murder after the death of her common-law husband who was fatally shot in the groin in southeast Houston.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 12:01PM",President Trump joining with GOP senators to push changes to legal immigration policy,http://abc7ny.com/politics/trump-joining-gop-senators-to-push-immigration-changes/2269169/,President Donald Trump plans to join with two Republican senators to unveil legislation that would place new limits on legal immigration and seek a system based on merit and job skills instead of family connections.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 12:09PM",Officials: Man charged with drunk driving after girlfriend fatally struck in Seaford,http://abc7ny.com/man-charged-after-running-over-girlfriend-with-car/2268874/,"As the couple left the restaurant, the man tried to leave in his car while his girlfriend was still outside. As the victim was banging on the car, she got caught in the wheels, and was run over. She was pronounced dead at the hospital.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 12:17PM",Basketball court renamed in honor of Notorious B.I.G.,http://abc7ny.com/entertainment/basketball-court-renamed-in-honor-of-notorious-big/2268736/,"A ribbon cutting ceremony at Crispus Attucks playground in Bed-Stuy marked the occasion as a sign went up naming the courts in his honor. Biggie, whose real name was Christopher Wallace, played basketball at the playground growing up.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 12:45PM","Bizarre home invasion in NJ involves man taking off clothes, washing dishes",http://abc7ny.com/bizarre-home-invasion-involves-man-taking-off-clothes-washing-dishes/2269307/,A person who lives in the house told Eyewitness News the man went into the bathroom where a 16-year-old girl was showering. The girl saw him and closed the bathroom curtain.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 12:57PM",Indiana officer rescues man livestreaming suicide decision,http://abc7ny.com/officer-rescues-man-livestreaming-suicide-decision/2269115/,Police in central Indiana say an officer was able to rescue a man from a bridge who was livestreaming his decision about whether to jump,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 01:43PM",Eyewitness News Update,http://abc7ny.com/society/eyewitness-news-update/2269493/,Watch Wednesday's Eyewitness News update.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 01:48PM",Summer Fun 2017: Central Park Conservancy Film Festival,http://abc7ny.com/community-events/central-park-conservancy-film-festival-2017/2269301/,Watch great films in a great urban park at the Central Park Conservancy Film Festival!,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 01:53PM",Toddler leaves footprints all over freshly poured concrete,http://abc7ny.com/family/toddler-leaves-footprints-all-over-freshly-poured-concrete/2269398/,Two-year-old Izzadore was looking for her parents when she left a trail of footprints in some freshly poured concrete in her family's basement.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 01:57PM",Richard Linklater's 'Last Flag Flying' to open NYFF55,http://abc7ny.com/entertainment/richard-linklaters-last-flag-flying-to-open-nyff55/2269500/,"Richard Linklater's Last Flag Flying is the Opening Night selection of the 55th New York Film Festival, which will take place from September 28 - October 15 at the Film Society of Lincoln Center.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 02:09PM",NYFF55 passes & tickets information,http://abc7ny.com/entertainment/nyff55-passes-and-tickets-information/1436646/,Secure your seats for this year's New York Film Festival.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 02:45PM",Planetary protection officer: NASA will pay you six figures to keep planets pure,http://abc7ny.com/science/nasa-will-pay-you-six-figures-to-keep-planets-pure/2267647/,The storied space agency is on the hunt for a planetary protection officer to prevent cross-contamination between Earth and other foreign bodies as humans travel to Mars and beyond.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 02:47PM","AccuWeather Alert: Damaging hail, flooding accompany storms in New York City area",http://abc7ny.com/weather/accuweather-alert-hail-flooding-accompany-storms/2269625/,The weather system entered the region just before noon. Warnings were issued for parts of New Jersey and Westchester County in New York.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:02PM",Some tractor-trailer smuggling survivors held in same lockup as driver in Texas,http://abc7ny.com/some-truck-smuggling-survivors-held-in-same-lockup-as-driver/2269548/,"A few of them have even briefly shared a holding cell with James Matthew Bradley Jr., who faces a human smuggling charge that carries the possibility of the death penalty, according to Michael McCrum, an attorney appointed to represent the passengers.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:02PM","Todd Haynes's ""Wonderstruck"" Announced as NYFF55 Centerpiece Film",http://abc7ny.com/entertainment/todd-hayness-wonderstruck-announced-as-nyff55-centerpiece-film/2269663/,"Adapted from a young-adult novel by The Invention of Hugo Cabret author Brian Selznick, ""Wonderstruck"" is an all-ages enchantment.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:07PM",Former CEO of 'Rentboy' male escort service website gets 6 months prison,http://abc7ny.com/rentboy-escort-services-ex-ceo-sentenced-to-prison-time/2269598/,"Jeffrey Hurant, who ran the Rentboy.com site, was sentenced by U.S. District Judge Margo K. Brodie in Brooklyn.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:22PM","Woody Allen's ""Wonder Wheel"" Will Close NYFF55",http://abc7ny.com/entertainment/woody-allens-wonder-wheel-will-close-nyff55/2269706/,"Woody Allen's ""Wonder Wheel"" is the Closing Night selection of the 55th New York Film Festival (September 28 - October 15), making its World Premiere at Alice Tully Hall on Saturday, October 14.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:26PM",Ice cream burger makes its debut at New York City dessert bar,http://abc7ny.com/food/its-national-ice-cream-sandwich-day-ready-to-try-the-ice-cream-burger-/1811532/,Wu Kong in Chinatown is serving up an ice cream patty stuffed in a crepe-like bun and loaded with toppings.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:27PM",Jury deliberations in Martin Shkreli trial enter 3rd day,http://abc7ny.com/jury-deliberations-in-martin-shkreli-trial-enter-3rd-day/2269730/,"They got the case Monday in New York, spent a full day deliberating Tuesday, then resumed their work Wednesday.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:41PM",You can now own a lighthouse in Chesapeake Bay for $15k,http://abc7ny.com/society/for-$15k-you-can-buy-a-lighthouse-in-the-chesapeake-bay/2269691/,"The historic lighthouse just off the coast in For $15K, you can buy a lighthouse in the Chesapeake Bay is up for auction.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 03:51PM",Bronx man shot 8 times over gold chain,http://abc7ny.com/man-shot-8-times-over-gold-chain/2269763/,"A young man approached 62-year old  Ines Taveraz and shot him eight times because, police say, Taveraz would not give up a gold chain.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 04:14PM",Girls allegedly videotaped while showering at volleyball camp in Connecticut,http://abc7ny.com/girls-allegedly-videotaped-while-showering-at-volleyball-camp/2269773/,Parents in Connecticut are outraged after they say their children were videotaped by a sexual predator.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 05:17PM",The Trend: Bear climbs up deck,http://abc7ny.com/entertainment/the-trend-bear-climbs-up-deck/2270001/,"David Novarro has ""The Trend"" for Wednesday, August 2, 2017.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 05:52PM","EXCLUSIVE: Brooklyn tenants asking for repairs allegedly harassed, threatened with immigration call",http://abc7ny.com/exclusive-tenants-asking-for-repairs-allegedly-threatened-with-immigration-call/2270074/,Tenants in a building in Brooklyn claim their landlord has failed to make desperately needed repairs. They spoke out to Eyewitness News exclusively.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:01PM","Average working mom clocks in 98 hours a week, study says",http://abc7ny.com/family/study-average-working-mom-works-98-hours-a-week/2269126/,"A new study says if you add up the time the average working mom spends at her paid position and her duty at home, it totals to 98 hours per week.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:02PM",Project underway to restore Jones Beach on Long Island to former glory,http://abc7ny.com/community-events/project-underway-to-restore-jones-beach-to-former-glory/2270142/,"Gov. Andrew Cuomo visited the beach Wednesday, and also touted improvements made under his New York Parks 2020 initiative - a multi-year, nearly $1 billion restoration effort.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:04PM",EXCLUSIVE: The case of the stolen cockpit codes,http://abc7ny.com/exclusive-the-case-of-the-stolen-cockpit-codes/2269624/,"She's a seasoned flyer and a veteran flight attendant for a major airline, so Celeste Abbatematteo has seen it all, but what happened to her a few weeks ago has left her a bit shaken.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:08PM",Amazing footage: great white shark bites underwater camera,http://abc7ny.com/pets-animals/great-white-shark-bites-underwater-camera/2269881/,Footage showing a great white shark biting a camera was captured off of Cape Cod.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 06:21PM",Karina Vetrano's family marks one year since her murder in Howard Beach,http://abc7ny.com/karina-vetranos-family-marks-one-year-since-her-murder-in-howard-beach/2268594/,"Wednesday marked one year since Karina Vetrano was killed in Howard Beach, Queens. Her father found her body hours after her murder, and now returns to that spot.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 07:39PM",Rapper Kidd Creole arrested in fatal stabbing of homeless man in Midtown,http://abc7ny.com/rapper-kidd-creole-arrested-in-fatal-stabbing-of-homeless-man-in-midtown/2270423/,"Rapper Kidd Creole, formerly of Grand Master Flash and the Furious Five, is in custody for the murder of a homeless man in Midtown East Tuesday night",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 08:08PM",Driver arrested after woman left lying on Staten Island street,http://abc7ny.com/driver-arrested-after-woman-left-lying-on-staten-island-street/2268564/,The 62-year-old woman was dragged and left lying in the street near Woodlawn Avenue and Clove Road in the Grasmere section on the morning of July 14th. The victim was rushed to Staten Island University Hospital in serious but stable condition.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 09:04PM","Hundreds evacuated after freight train derailment, fire in western Pennsylvania",http://abc7ny.com/town-evacuated-after-pa-freight-train-derailment-fire/2270677/,"At least 32 cars on the CSX freight train derailed about 5 a.m. in Hyndman, about 100 miles southeast of Pittsburgh, said CSX spokesman Rob Doolittle. The train was traveling from Chicago to Selkirk, New York.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"August 02, 2017 at 09:12PM",Dow Jones closes above 22K points for first time,http://abc7ny.com/business/dow-jones-closes-above-22k-points-for-first-time/2270700/,"You could say the Dow cruised to 22,000: The blue chip index rose to its latest milestone without much excitement or drama as aerospace giant Boeing and a few other companies did most of the work.",abc7ny.com RSS Feed,http://abc7ny.com/feed
